propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,newDevelopmentHighlight,topPlus,floor,exterior,neighborhood,hasLift,newDevelopmentFinished,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.parkingSpacePrice
106063694,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/ff/72/fd/1271379333.webp,INB.08,33,270000,chalet,sale,250,4,3,calle Almirante Mendizábal y Cortázar,Murcia,San Pedro del Pinatar,San Pedro del Pinatar,es,37.8296,-0.787,FALSE,https://www.idealista.com/inmueble/106063694/,"**Precioso Dúplex en Venta en San Pedro del Pinatar** Descubre este espectacular dúplex situado en la mejor zona de San Pedro del Pinatar, un lugar tranquilo y relajante ideal para vivir. Este inmueble cuenta con cuatro amplias habitaciones y tres baños, uno de ellos con un lujoso jacuzzi, distribuidos en tres plantas. La cocina es simplemente espectacular y toda la casa viene equipada con todos los muebles necesarios para tu comodidad. La casa dispone de una bonita terraza y un precioso balcón, perfectos para disfrutar del aire libre. Además, encontrarás numerosos armarios empotrados que te proporcionarán todo el espacio de almacenamiento que necesitas. El sótano es grande y tiene capacidad para hasta tres coches, motos y bicicletas, lo que añade un valor extra a esta propiedad. También tiene una cámara de vigilancia en la entrada para tu máxima seguridad. La vivienda está en muy buen estado y cuenta con una valla de seguridad en la escalera, garantizando la tranquilidad de toda la familia. Amplio trastero y calefacción centralizada. No pierdas la oportunidad de vivir en este maravilloso dúplex, ¡ven a visitarlo y enamórate de tu nuevo hogar!",FALSE,good,FALSE,1080,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,270000,€,NA,NA,NA,TRUE,TRUE,chalet,semidetachedHouse,"San Pedro del Pinatar, San Pedro del Pinatar",Chalet pareado en calle Almirante Mendizábal y Cortázar,Top,NA
106530632,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/b7/fd/1285669679.webp,INB.73,24,157900,chalet,sale,65,3,2,calle Mercurio,Murcia,Los Alcázares,Los Alcázares,es,37.7488,-0.8505,FALSE,https://www.idealista.com/inmueble/106530632/,"¡Descubre este encantador dúplex que te hará sentir como en casa desde el primer momento! Situado en una parcela de 80 m², este acogedor inmueble de 65 m² construidos y 62 m² útiles ofrece un espacio perfectamente aprovechado. Con tres dormitorios y dos baños, es ideal para familias o quienes buscan un hogar con espacio adicional. La cocina independiente es perfecta para los amantes de la gastronomía, mientras que los dos patios en la planta baja y el patio superior ofrecen un oasis al aire libre para disfrutar del sol. El salón y las habitaciones de arriba cuentan con aire acondicionado, asegurando confort durante todo el año gracias a su sistema de calefacción con bomba de frío/calor eléctrica. Además, la vivienda se vende amueblada, lista para entrar a vivir. La orientación este garantiza luz natural durante gran parte del día, haciendo de cada rincón un lugar acogedor. No podemos olvidar la terraza y el balcón, perfectos para disfrutar de momentos de relax o reuniones al aire libre. Este dúplex de segunda mano está en buen estado y cuenta con armarios empotrados que optimizan el almacenamiento. No pierdas la oportunidad de vivir en un espacio que combina comodidad, estilo y funcionalidad. ¡Ven a visitarlo y enamórate de tu futuro hogar!",TRUE,good,FALSE,2429,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,157900,€,NA,NA,NA,NA,NA,chalet,terracedHouse,"Los Alcázares, Los Alcázares",Chalet adosado en calle Mercurio,Top,NA
111271265,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/f2/68/1431182863.webp,ID780022,30,229500,duplex,sale,200,3,3,Barrio Baños y Mendigo,Murcia,Murcia,Campo de Murcia,es,37.8728,-1.0973,FALSE,https://www.idealista.com/inmueble/111271265/,"Apartamento dúplex en venta en Altaona Golf con vistas al golf y amplias terrazas Descubre este espectacular apartamento dúplex en venta en Altaona Golf, ubicado en la exclusiva fase Alhambra II. Con más de 200 m² construidos incluyendo terrazas, es una propiedad única por su amplitud, luminosidad y distribución.   La vivienda cuenta con una moderna cocina abierta al salón, creando un espacio amplio y acogedor. Grandes ventanales correderos conectan con una terraza privada con vistas a la piscina, aportando luz natural durante todo el día. En esta planta también encontramos un aseo de cortesía y lavadero independiente.   En la planta superior se encuentran tres dormitorios con armarios empotrados. El dormitorio principal dispone de baño en suite, mientras que los otros dos comparten un baño completo.   Destaca su espectacular terraza superior con vistas al campo de golf y la piscina, accesible desde el dormitorio principal y el hall. Su orientación sur permite disfrutar del sol durante todo el día.   Altaona Golf ofrece un entorno natural, seguro y exclusivo con campo de golf, zonas verdes y tranquilidad absoluta.   Una excelente oportunidad de inversión tanto como vivienda habitual, segunda residencia o alquiler.   A tan solo 15 minutos de Murcia ciudad, 10 minutos del aeropuerto y 20 minutos de la playa.   Apartamento exclusivo en Altaona Golf con vistas abiertas y orientación sur Somos especialistas en propiedades en venta en Altaona Golf.   Gastos de Agencia no incluidos en el precio .",FALSE,good,FALSE,1148,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,TRUE,Baños y Mendigo,NA,NA,229500,€,NA,NA,NA,TRUE,TRUE,flat,duplex,"Baños y Mendigo, Murcia",Dúplex,Top,NA
108503983,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/4b/81/1346851782.webp,INB.217,25,160000,chalet,sale,200,5,2,Mar del Norte,Murcia,Los Alcázares,Las Lomas del Rame-Bahía Bella,es,37.7177,-0.8628,FALSE,https://www.idealista.com/inmueble/108503983/,"¡Descubre el hogar de tus sueños a tan solo unos pasos de la playa! Este encantador chalet independiente ofrece un estilo de vida inigualable, con un amplio jardín privado de 300 m² donde disfrutarás de momentos inolvidables en familia. La zona de chill out y la barbacoa son perfectas para esas tardes de verano que tanto anhelas.  Con 200 m² construidos, la vivienda cuenta con un salón comedor espacioso y luminoso, ideal para compartir con los seres queridos. La cocina está completamente equipada y lista para que prepares tus platos favoritos. Además, dispone de 5 habitaciones, de las cuales 3 están en buen estado y 2 te ofrecen la oportunidad de personalizarlas a tu gusto.  No te preocupes por el espacio, ya que también incluye un trastero y una plaza de garaje. Con 2 baños completos y calefacción mediante bomba de frío/calor, esta casa se adapta a todas tus necesidades. La ubicación es tranquila, perfecta para desconectar del bullicio diario y disfrutar de la vida junto al mar. Esta es una oportunidad única, ya sea para vivir o invertir en una propiedad con gran potencial. ¡No dejes pasar esta oportunidad! This charming detached villa offers an unparalleled lifestyle, with a spacious 300 m² private garden where you can enjoy unforgettable moments with family and friends. The chill-out area and BBQ zone are perfect for those summer afternoons you’ve been longing for. With 200 m² of built area, the property features a bright and spacious living-dining room, ideal for spending time with loved ones. The fully equipped kitchen is ready for you to prepare your favorite meals. The house has 5 bedrooms, 3 of which are in good condition and 2 that offer the opportunity to personalize and renovate to your taste. No need to worry about storage — there’s also a storage room and a private parking space. With 2 full bathrooms and heating and cooling via heat pump, this home is equipped to meet all your needs. Located in a quiet and peaceful area, it’s the perfect spot to disconnect from the hustle and bustle and enjoy seaside living. Whether you’re looking for a place to live or a smart investment, this is a unique opportunity you won’t want to miss!",FALSE,good,FALSE,800,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,160000,€,NA,NA,NA,TRUE,TRUE,chalet,independantHouse,"Las Lomas del Rame-Bahía Bella, Los Alcázares",Casa independiente en Mar del Norte,Top,NA
110905972,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/ff/13/1430799058.webp,FR0310,27,179900,flat,sale,69,2,1,calle Río Guadalquivir,Murcia,San Pedro del Pinatar,San Pedro del Pinatar,es,37.8342,-0.8002,FALSE,https://www.idealista.com/inmueble/110905972/,"Bungalow en Pueblo Salado, San Pedro del Pinatar ¡Bienvenido al hogar de tus sueños en la encantadora urbanización Pueblo Salado! Este bungalow en planta baja, con una superficie construida de 69 m², mas un garaje de 25m2 aprox, te ofrece un estilo de vida cómodo y moderno. Al entrar, serás recibido por un amplio porche de entrada que invita a disfrutar del clima soleado de la región, gracias a su orientación suroeste, ideal para aprovechar el sol durante todo el año. El interior cuenta con 2 acogedores dormitorios, perfectos para descansar y recargar energías. La cocina está equipada y lista para inspirar tus dotes culinarias, mientras que el salón se convierte en el lugar ideal para compartir momentos inolvidables con amigos y familiares. Además, el gran vestidor proporciona un espacio extra para organizar tu ropa y accesorios. Recientemente reformado con materiales de primera calidad, este bungalow destaca por su excelente estado. La urbanización ofrece una refrescante piscina comunitaria, perfecta para disfrutar en los cálidos días de verano. También incluye una plaza de garaje cerrada de aproximadamente 25 m², lo que añade comodidad y seguridad a tu día a día. No dejes pasar la oportunidad de vivir en este maravilloso bungalow en San Pedro del Pinatar. ¡Ven a visitarlo y descubre todo lo que tiene para ofrecerte! La casa se vende sin muebles y sin electrodomésticos, salvo campana y vitrocerámica.",FALSE,good,FALSE,2607,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,bj,TRUE,NA,FALSE,NA,179900,€,NA,NA,NA,TRUE,TRUE,flat,NA,"San Pedro del Pinatar, San Pedro del Pinatar",Piso en calle Río Guadalquivir,Top,NA
111137950,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/58/1f/1426487261.webp,1289-PI,29,230000,flat,sale,136,3,2,calle Lope Gisbert,Murcia,Lorca,Zona Centro-Corredera,es,37.6764,-1.6976,FALSE,https://www.idealista.com/inmueble/111137950/,"Piso en Lope Gisbert, con 136 m² construidos, 120 m² útiles, 3 dormitorios, 2 baños, 1 garaje/s, buen estado, exterior, planta 2, cocina amueblada, ascensor, entre 20 y 25 años, calefacción central, balcón. Se vende estupendo piso en la zona de Lope Gisbert (Lorca), ubicado en una comunidad tranquila y muy bien cuidada, en un edificio con aproximadamente 20 años de construcción. La vivienda cuenta con 136 m² construidos, distribuidos de forma muy cómoda y funcional. Dispone de 3 amplias habitaciones, destacando el dormitorio principal, que incluye vestidor y baño privado en suite. Las otras dos habitaciones son también muy espaciosas, ideales para familia, despacho o invitados. La cocina, equipada con mobiliario de madera de gran calidad, ofrece un ambiente cálido y práctico, con espacio suficiente para el día a día. El salón es uno de los grandes atractivos de la vivienda: amplio, acogedor y con una excelente entrada de luz natural gracias a sus grandes ventanales, lo que aporta una sensación de amplitud y confort. La vivienda dispone además de aire acondicionado, garantizando una temperatura agradable durante todo el año. Incluye plaza de garaje en el mismo edificio y cuenta con ascensor, lo que aporta un extra de comodidad y accesibilidad. En definitiva, una oportunidad ideal para quienes buscan amplitud, calidad y una ubicación privilegiada en una de las mejores zonas de Lorca.",FALSE,good,FALSE,1691,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,2,TRUE,NA,TRUE,NA,230000,€,NA,NA,NA,TRUE,TRUE,flat,NA,"Zona Centro-Corredera, Lorca",Piso en calle Lope Gisbert,Top,NA
109340756,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/0b/f2/1371667925.webp,58983,21,360000,flat,sale,125,3,2,plaza Bandera Paracaidista Ortiz de Zarate,Murcia,Murcia,Norte,es,38.0085,-1.13,FALSE,https://www.idealista.com/inmueble/109340756/,"¡Encantador Piso en Venta en Juan de Borbón! Vivir en Juan de Borbón es sinónimo de comodidad, buena comunicación y calidad de vida, y este piso reúne todas esas ventajas. Ubicado en una 4ª planta con ascensor, se encuentra a pocos pasos de la parada del tranvía de Santiago y Zaraiche y rodeado de todos los servicios que necesitas en tu día a día. La vivienda destaca por su amplio salón luminoso, perfecto para disfrutar en familia, además de contar con 3 dormitorios cómodos y bien distribuidos y 2 baños, que garantizan funcionalidad y confort. Se vende vacío, para que tengas la libertad de darle tu propio estilo y convertirlo en el hogar que siempre soñaste. Incluye DOS plaza de garaje y trastero, un valor añadido que aporta comodidad extra. Además, dispone de aire acondicionado frío/calor, armarios empotrados, balcón y es totalmente exterior, lo que asegura luz natural durante todo el día. Una vivienda amplia, bien ubicada y lista para convertirse en tu próximo hogar. ➡️ ¡No dejes escapar esta oportunidad en Juan de Borbón! Contáctanos y agenda tu visita.",FALSE,good,FALSE,2880,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,4,TRUE,Zona Juan de Borbón,TRUE,NA,360000,€,NA,NA,NA,TRUE,TRUE,flat,NA,"Zona Juan de Borbón, Murcia",Piso en plaza Bandera Paracaidista Ortiz de Zarate,Top,NA
109259483,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/73/e4/1422565459.webp,RS583,31,215000,chalet,sale,125,3,3,"calle Bahamas, 26",Murcia,Fuente-Álamo,Hacienda del Álamo Golf,es,37.7575,-1.1855,TRUE,https://www.idealista.com/inmueble/109259483/,"Preciosa villa de 2 plantas con 3 dormitorios y 3 baños, y piscina comunitaria en Hacienda del Álamo Golf Resort. Preciosa parcela. Esta villa adosada se encuentra en una tranquila calle sin salida, en una comunidad de vecinos muy agradable. La casa se mantiene en excelentes condiciones. El exterior de la propiedad ofrece un espacio ideal para disfrutar del aire libre, incluyendo una terraza cubierta y un jardín trasero completamente embaldosado para un fácil mantenimiento. En la parte delantera hay una zona ajardinada con palmeras. Hay una piscina comunitaria compartida con muy pocas propiedades. El amplio porche se abre a un salón, comedor y cocina de planta abierta con muebles y electrodomésticos nuevos. En la planta baja hay dos dormitorios, uno con baño en suite, y un baño de invitados. Unas escaleras de mármol conducen al dormitorio principal con baño en suite y dos balcones. El balcón del baño en suite se ha convertido en lavadero. En la planta superior hay una entreplanta convertida en salón y un balcón con preciosas vistas a la piscina comunitaria. Villa de 2 plantas con 3 dormitorios y 3 baños Totalmente amueblada con materiales de alta calidad, incluyendo colchones de excelente calidad en las camas Armarios y electrodomésticos de cocina nuevos Terraza cubierta para disfrutar al aire libre Amplio jardín con amplio espacio para disfrutar de la sombra o el sol Construcción de 164 m² Encimeras de granito en la cocina Suelos de mármol Todas las puertas y el aire acondicionado son nuevos Gran jardín y piscina comunitarios HACIENDA DEL ÁLAMO: ¡El lugar ideal! Al entrar en Hacienda Del Álamo, notará inmediatamente el excelente mantenimiento del complejo, con la calle principal bordeada de árboles de formas preciosas. El complejo tiene mucha vida, pero fue diseñado para brindar la mayor privacidad posible. Todo el complejo transmite paz y tranquilidad. Para quienes disfrutan del deporte y la recreación, hay muchos lugares para caminar y carriles bici por todo el complejo. Hay pistas de tenis, pistas de pádel, cancha de baloncesto y una zona para bolos y petanca. Hay clases y clubes disponibles. El resort también cuenta con varias zonas de juego para niños. En Hacienda Del Álamo, encontrará un ambiente de comunidad para quienes lo deseen, con clases de ejercicio, noches de concursos, bingo, un activo club femenino y asociaciones de golf. El resort cuenta con una amplia gama de bares y restaurantes donde podrá elegir entre una gran variedad de opciones gastronómicas, desde un aperitivo hasta una cena completa de tres platos. En el centro del resort se encuentran la Casa Club y el hotel ONA, con una gran variedad de actividades. Hay una tienda en el complejo con todo lo necesario y, a solo 5 minutos, encontrará un supermercado más grande en el pueblo de Fuente Álamo. A 25 minutos, encontrará las ciudades de Cartagena y Murcia, donde encontrará todo lo que desee, además de lugares maravillosos para explorar. Si le gusta la playa, encontrará una gran variedad de playas tanto en el Mar Menor como en el Mediterráneo, a solo 25 minutos. Por lo tanto, HDA está perfectamente ubicado para lo que desee, ya sea para vivir aquí permanentemente o para pasar las vacaciones. Para apreciar esta propiedad, se recomienda encarecidamente una visita prolongada. Comprar una propiedad en España es una decisión importante, pero nuestro amable equipo le guiará en cada paso del proceso y responderá a cualquier pregunta que pueda tener: dónde comprar, qué comprar, el proceso legal, los impuestos, las hipotecas, la atención médica y los colegios. Podemos ayudarle con el mobiliario y todo lo que necesite. Contacte con Home Space Sales S.L.U. ahora. Le ayudaremos a encontrar la casa perfecta, al precio justo.",TRUE,good,FALSE,1720,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,215000,€,NA,NA,NA,NA,NA,chalet,semidetachedHouse,"Hacienda del Álamo Golf, Fuente-Álamo","Chalet pareado en calle Bahamas, 26",Top,NA
110805467,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/74/49/16/1422564258.webp,RS433,24,319950,chalet,sale,155,3,2,"calle Alemania, 57",Murcia,Fuente-Álamo,Hacienda del Álamo Golf,es,37.7535,-1.2001,TRUE,https://www.idealista.com/inmueble/110805467/,"Villa independiente de una sola planta Arenal 1 de 3 dormitorios y 2 baños en el Arenal con espacio para piscina privada. Terraza cubierta con impresionantes vistas de la parcela ajardinada madura y los búnkeres de la calle 13. Características principales: * Metros adicionales para construir - 30 m2 * Parcela Bonita – 1100 m2 aprox. * Amplio espacio para una piscina * Solárium * Cochera cerrada que la convierte en garaje * Tres dormitorios dobles y dos baños * Aire acondicionado frío y caliente totalmente instalado más chimenea en el salón Esta es una villa preciosa en su estado original y solo esperando a esa persona especial que le dé su propio toque. Una parcela ajardinada extra grande muy bonita con impresionantes vistas al golf. Hay una cochera que ha sido cerrada para aparcamiento o almacenamiento. Un camino conduce a la puerta principal donde tiene un salón y comedor bien mantenidos con una chimenea como pieza central con una abertura a la cocina totalmente equipada. Desde el salón tiene puertas de patio con acceso a una terraza cubierta. Los 3 dormitorios están todos en la planta baja. El dormitorio principal tiene un baño en suite con bañera y ducha. Hay 2 dormitorios dobles más y otro baño de invitados. En el exterior hay mucho espacio para construir una piscina si se desea, pero el jardín en sí es precioso con impresionantes vistas. HACIENDA DEL ALAMO: ¡El lugar número 1 para estar! Al entrar en Hacienda Del Alamo, notará de inmediato lo bien mantenido que está el resort, con la calle principal bordeada de árboles bellamente formados. Entonces, ¿por qué Hacienda Del Alamo es el lugar número 1 para estar? Hay mucha vida en el resort, pero fue diseñado para dar a las personas la mayor privacidad posible. Todo el resort tiene una sensación de paz y tranquilidad. Para aquellos a los que les gusta el deporte y la recreación, hay muchos lugares para caminar y carriles bici en todo el resort. Hay canchas de tenis, canchas de pádel y una cancha de baloncesto, y un área para bolos y petanca. Hay clases y clubes disponibles. También hay varias áreas de juego para niños en el resort. También encontrará un sentido de comunidad en Hacienda Del Alamo para aquellos que lo deseen, con clases de ejercicio, noches de preguntas y respuestas, bingo, un club de damas activo y sociedades de golf. El resort cuenta con una gama cada vez mayor de bares y restaurantes donde puede elegir muchos tipos diferentes de comida, ya sea un refrigerio o una cena completa de 3 platos. En el centro del resort se encuentra la Casa Club y el hotel ONA, con una gran variedad de actividades diferentes. Hay una tienda en el lugar que tiene todo lo que pueda necesitar y luego, a solo 5 minutos, tiene un supermercado más grande en el pueblo de Fuente Álamo, y a 25 minutos las ciudades de Cartagena y Murcia, donde puede encontrar todo lo que desee, además de ser lugares maravillosos para explorar. Para aquellos a los que les gusta la playa, tienen una gran variedad de playas tanto en el Mar Menor como en el Mediterráneo, a solo 25 minutos. Por lo tanto, HDA está bien posicionado para lo que desee, ya sea que viva aquí de forma permanente o pase aquí sus vacaciones. Para apreciar esta propiedad, se recomienda encarecidamente una visita prolongada. Comprar una propiedad en España es una gran decisión, pero nuestro amable equipo lo guiará en cada paso del proceso y responderá cualquier pregunta que pueda tener, sobre dónde comprar, qué comprar, el proceso legal, impuestos, hipotecas, atención médica y escuelas. Podemos ayudarlo con el mobiliario y todo lo que pueda necesitar. Póngase en contacto con Home Space Sales S.L.U ahora. Le ayudaremos a encontrar el hogar adecuado, al precio adecuado para usted.",FALSE,good,FALSE,2064,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,319950,€,NA,NA,NA,NA,NA,chalet,NA,"Hacienda del Álamo Golf, Fuente-Álamo","Chalet en calle Alemania, 57",Top,NA
108079456,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/a1/e7/1422565832.webp,RS520,34,242500,chalet,sale,164,3,3,"avenida Bélgica, 48",Murcia,Fuente-Álamo,Hacienda del Álamo Golf,es,37.7575,-1.1874,TRUE,https://www.idealista.com/inmueble/108079456/,"SEMI-DETACHED ALTAIR VILLA Impresionante villa adosada de 3 dormitorios y 3 baños en Hacienda del Álamo Golf Resort. Amplia parcela con jardín paisajístico. Esta villa adosada tiene una excelente ubicación en Hacienda del Álamo Golf Resort. La casa está bellamente presentada y mantenida a un alto nivel. La villa está situada a pocos pasos de la casa club, la academia de golf y el hotel y spa Ona de cinco estrellas, lo que le otorga una ubicación envidiable dentro del resort. El exterior de la propiedad ofrece innumerables áreas para disfrutar: un jardín delantero ajardinado y acogedor con área de descanso, un gran jardín trasero y dos terrazas en el primer piso, ideales para tomar el sol en privado. El gran porche conecta directamente con el salón y proporciona una agradable zona de sombra. El gran porche conecta directamente con el salón y proporciona una agradable zona de sombra. El jardín privado es grande y está compuesto por una combinación de césped artificial de alta calidad y grava. Si bien es muy atractivo, el jardín está configurado para un fácil mantenimiento. El jardín comunitario y la piscina están apartados del jardín, perfectos tanto para la comodidad como para la privacidad. En el interior, la propiedad ofrece un atractivo salón / comedor, 3 dormitorios, 3 baños y una cocina equipada con todos los electrodomésticos. La propiedad está completamente amueblada con muebles atractivos. Villa adosada de 3 dormitorios y 3 baños Amplio jardín paisajístico 164 metros cuadrados de construcción Amplio jardín privado Amplio jardín comunitario y piscina Jardín privado ajardinado Dos terrazas en el primer piso Amplio porche cubierto Plaza de aparcamiento designada Atractivo salón y comedor Cocina equipada con todos los electrodomésticos Encimeras de granito en la cocina Entresuelo Tres dormitorios espaciosos 2 baños en suite 1 baño de invitados Encimeras de mármol en todos los baños Armarios empotrados en todos los dormitorios Aire acondicionado frío y calor en toda la vivienda Chimenea HACIENDA DEL ALAMO: ¡El mejor lugar para estar! Al entrar en Hacienda Del Alamo, notará inmediatamente lo bien mantenido que está el resort, con la calle principal bordeada de árboles bellamente formados. Hay mucha vida en el resort, pero fue diseñado para brindar a las personas la mayor privacidad posible. Todo el resort tiene una sensación de paz y tranquilidad. Para aquellos a quienes les gusta el deporte y la recreación, hay muchos lugares para caminar y hay carriles bici en todo el resort. Hay canchas de tenis, canchas de pádel y una cancha de baloncesto, y un área para jugar a los bolos y a la petanca. Hay lecciones y clubes disponibles. También hay varias áreas de juego para niños en el resort. También encontrará un sentido de comunidad en Hacienda Del Alamo para aquellos que lo deseen con clases de ejercicio, noches de concursos, bingo, un club de damas activo y sociedades de golf. El resort tiene una gama cada vez mayor de bares y restaurantes donde puede elegir muchos tipos diferentes de comida, ya sea un refrigerio o una cena completa de 3 platos. En el centro del resort, se encuentra la Casa Club y el hotel ONA, con una gran variedad de actividades diferentes. Hay una tienda en el lugar que tiene todo lo que pueda necesitar y a solo 5 minutos tiene un supermercado más grande en la ciudad de Fuente Alamo, y a 25 minutos las ciudades de Cartagena y Murcia, donde puede encontrar todo lo que desee, además de ser lugares maravillosos para explorar. Para aquellos de ustedes a quienes les gusta la playa, tienen una gran variedad de playas tanto en el Mar Menor como en el Mediterráneo, a solo 25 minutos. Por lo tanto, HDA está bien posicionada para lo que desee, ya sea vivir aquí permanentemente o pasar las vacaciones aquí. Para apreciar esta propiedad, se recomienda encarecidamente una visita prolongada. Comprar una propiedad en España e",FALSE,good,FALSE,1479,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,242500,€,NA,NA,NA,NA,NA,chalet,NA,"Hacienda del Álamo Golf, Fuente-Álamo","Chalet en avenida Bélgica, 48",Top,NA
111158384,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/9a/c6/1427345985.webp,BREXM01741,11,169000,studio,sale,46,0,1,Barrio San Nicolás,Murcia,Murcia,Centro,es,37.9862,-1.1338,FALSE,https://www.idealista.com/inmueble/111158384/,"Brextom Properties te presenta este estupendo estudio ubicado en la Plaza San Nicolás, una oportunidad única para disfrutar de una vivienda con encanto en una de las zonas más atractivas. El inmueble se encuentra en muy buen estado y destaca por una decoración cuidada al detalle, realizada con mucho gusto y materiales de calidad que aportan confort y estilo. Cada rincón ha sido pensado para crear un ambiente acogedor y funcional, ideal tanto para vivir como para invertir. Además, su excelente ubicación permite disponer de todos los servicios necesarios a pocos pasos: comercios, transporte, restauración y zonas de ocio, haciendo la vida diaria más cómoda y práctica. Una vivienda lista para entrar a vivir y disfrutar desde el primer momento.",FALSE,good,FALSE,3674,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,2,TRUE,San Nicolás,TRUE,NA,169000,€,NA,NA,NA,NA,NA,flat,studio,"San Nicolás, Murcia",Estudio,Top,NA
110092373,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/a4/f8/1394948093.webp,NA,18,595000,penthouse,sale,195,4,3,Barrio Santa María de Gracia,Murcia,Murcia,Norte,es,38.0022,-1.1384,FALSE,https://www.idealista.com/inmueble/110092373/,"Espectacular ático en JCI con impresionante terraza de 40 metros orientada a sur. Ubicado a sólo 5 minutos del centro de Murcia y junto al tranvía tiene todos los servicios al alcance haciendo la vida más confortable y cómoda.  Cuenta una distribución perfecta diferenciando zona de día (con terraza) y zona de noche.  Al entrar, visualizamos el amplio salón con chimenea y amplios ventanales a suelo que lo inundan de luz natural todo el año y desde los que accedemos directamente a la joya de esta vivienda, una preciosa y amplia terraza orientada a sur perfecta para relajarte al aire libre y disfrutar de comidas con familiares o amigos.  Este ático dispone de 4 dormitorios, de los cuales 2 tienen acceso directo mediante amplios ventanales a la terraza. El dormitorio principal incluye una amplia zona de vestidor con capacidad para mucho almacenaje y un gran baño en suite que garantiza privacidad y confort. Este hogar le ofrece todas las comodidades ya que cuenta con calefacción y aire acondicionado mediante bomba de calor/frío, suelo de parquet, pintura lisa y armarios empotrados en la entrada y en dormitorios.   Además, incluye 2 amplias plazas de garaje y un trastero en el mismo edificio, lo que añade comodidad a tu día a día. Situado en la última planta, disfrutarás de luz natural en todas las estancias durante todo el año.  ¡No pierdas la oportunidad de vivir en este increíble ático que combina lujo y funcionalidad! ¡Llámenos y venga a conocer la casa de sus sueños!",FALSE,good,FALSE,3051,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,7,TRUE,Santa María de Gracia,TRUE,NA,595000,€,NA,NA,NA,TRUE,TRUE,flat,penthouse,"Santa María de Gracia, Murcia",Ático,Top,NA
